,original,clase
515,"El preu de la llum aquest estiu registra els 3 preus més alts de tota la història a l'estat⚡️ #CurtcircuitemLos 

Els sectors estratègics han de ser públics. La llum no és un luxe??

#Nacionalitzem https://t.co/R25tC0tV1T",empresa i treball
516,"Em sembla molt bé que alguns, a canvi dels indults, hagin renunciat a treballar per la independència durant una temporada.
Sempre i quan no ens vulguin imposar la seua renúncia als altres, és clar. Nosaltres, si us sembla, seguirem lluitant per totes les vies legítimes.",presidencia
517,Te has olvidado las alpargatas al venir de la playa... https://t.co/P2mDY4AQI3,autopromocio
518,"Llega a nuestro país un nuevo avión con otras 260 personas repatriadas desde Afganistán. Despegaron esta madrugada de Kabul y, tras escala en Dubái, ya están en Torrejón.

España es esto: solidaridad, humanidad. Vamos a seguir trabajando para ayudar a quienes más lo necesitan. https://t.co/vY7CUANVU9",immigracio
519,".@EnComu_Podem aconsegueix el suport del #Parlament per aturar tots els processos d’externalització sanitària, inclosa l’esterilització quirúrgica.

La proposta d’estendre la paga covid al personal de neteja sanitària, rebutjada per ERC, Junts i Vox!!!
https://t.co/XaszXkhF0M https://t.co/XDjE79RjwX",salut
520,"¡RECONSTRUIREMOS TODO LO QUE DESTRUYAN!

@Santi_ABASCAL seguirá siendo la voz de millones de españoles frente al Gobierno de la traición y la mentira ?????? https://t.co/aFko92sGZ2",presidencia
521,"Arrancan los JJOO de #Tokyo2020 . Unos Juegos muy esperados y especiales que son una muestra de superación y de los enormes valores que infunde el deporte.

¡Todos los éxitos a nuestros y nuestras deportistas!
En la distancia, todo el país os está apoyando.????
#ElCorazónDeEspaña https://t.co/16QnoVOq38",salut
522,"El primer allioli que fem en aquest morter molt especial que ens van regalar uns amics. I naturalment amb la banda sonora imprescindible d'en Joan Pau Giné i la seva cançó ""Allioli"", que és amb què acostumem a acompanyar la cerimònia.
https://t.co/ay6lKTiIVW https://t.co/xkGJgxWgB7",cultura
523,"A l'#esdansa2021 reivindiquem la importància de la cultura, i especialment la cultura popular que és l’ànima del nostre poble. Des del @govern celebrem el compromís i treball d'@esdansa per fer visible la dansa tradicional com a expressió cultural viva i actual. #anycubeles https://t.co/qOTlIDvmBk",cultura
524,"??Davant del recurs presentat per la Generalitat de Catalunya, que rebaixa la petició de presó de 4 anys i 9 mesos a 6 mesos al company Marcel Vivet

Obrim fil ?? https://t.co/ClXqoKaqu7",justicia
525,"Desde el Gobierno estamos reformando el mercado energético para rebajar el coste de la energía final que pagamos las familias. Establecer límites a los precios de la energía nuclear e hidroeléctrica, como hemos propuesto desde UP, ayudaría también a este necesario objetivo.",empresa i treball
526,"Hoy, junto a la ministra de @Defensagob y al ministro de @MAECgob, hemos seguido el desarrollo del dispositivo y llegada del primer avión de repatriación A400 a Kabul. Estamos trabajando para que la operación de evacuación en Afganistán se desarrolle con la máxima seguridad. https://t.co/xl83XJ7xe1",accio exterior i govern obert
527,"Un cas únic en la museologia @LluisPuigGordi @angelsponsa @LauraBorras @JuntsXCat @elpuntavui 
https://t.co/MVHj4348aQ",cultura
528,"Cas d'extradició a Escòcia arxivat. 
De nou, gràcies, gràcies, gràcies, a tothom qui va contribuir als fons per la meva defensa escocessa i a tots els que m'heu fet costat. Gratitud i admiració eterna pels advocats: 
Claire Mitchell QC, @AamerAnwar i @boye_g . 
 #NoSurrender https://t.co/hibQSjrUlj",presidencia
529,"""Con la aprobación de esta ley nuestra sociedad es más humana, es más democrática y es, en definitiva, una sociedad mejor""

?? Nuestra portavoz de Derechos Sociales y diputada por Barcelona, @SonyaGuerraLpz, defendió la #LeyDeInfancia en el pleno del 15 de abril de 2021. https://t.co/efgUlH9UyQ",drets socials
530,"«Los hijos de los que protagonizaron la guerra fratricida optaron por la reconciliación y su obra fue la Transición. Ahora esta ley les presenta el dilema a los nietos: o las dos Españas o la reconciliación.»

Contra la involución, esto de Eugenio Nasarre. https://t.co/SY4z4uDhJq",justicia
531,"Con un 33% de paro juvenil, es vergonzoso que la Generalitat no ofrezca suficientes plazas para estudiar FP. 

24.000 estudiantes se quedarán sin plaza en el próximo curso: 10.000 en grado medio y 14.000 en el superior.

Los separatistas prefieren dilapidar el dinero en TV3 ??",educacio
532,"Los socialistas tendrán que explicar a los catalanes por qué han permitido a los separatistas malversar dinero público para pagar las fianzas de los golpistas con su abstención.

Separatistas y socialistas son la misma mafia corrupta que arruina a los catalanes. https://t.co/4FhypXQJ4Y",presidencia
533,"‼️ Hasel y Cuixart, «perseguidos» y «reprimidos» en una clase de lengua catalana de un instituto de Barcelona.

?? Vox denuncia ante el Síndic de Greuges a un profesor que dijo a sus alumnos que estaban en prisión «por sus ideas» y «dar ejemplo».
https://t.co/iS0bMA51z9",educacio
534,"""El País"" está más cerca de Kabul que de Occidente.

Pretenden borrar la libertad y hasta el recuerdo de ella.

Esta es la memoria histórica que imponen para allanar el camino a la dictadura progre, aliados siempre con el islamismo o cualquier otro enemigo de nuestras raíces. https://t.co/ioUIxhALZE",drets socials
535,"??""Atado y bien atado"" 

??️Reflexions sobre el poder i l'estat amb Jule Goikoetxea, @Mireia_veca Albert Noguera i @BraisRomanino #EscolaCUP

??️Dissabte 4 de 16h a 18h https://t.co/WMMGNk0HIy",autopromocio
536,SÍ. https://t.co/rPXEJZmxJe,immigracio
537,"Anant cap a #Estrasburg , en tren, al Parlament Europeu.
Allà ens trobarem a @MeritxellSerret  i a @ClaraPonsati . Ganes de veure'ns i d'abraçar-nos. Avui hi ha ple i moltes persones eurodiputades, fent seva tasca. https://t.co/ITYHJmVXbI",accio exterior i govern obert
538,"Carai amb la transformació social, verda, feminista i democràtica del @govern: Jocs Olímpics d'hivern, ampliació de l'Aeroport del Prat, i ara rescat de la Fòrmula 1 mentre existeixen irregularitats en la gestió de Circuits de Catalunya. https://t.co/VH6k3vyHG9",accio climatica alimentacio i agenda rural
539,"La «concordia» separatista: el Parlament rechaza publicar documentos oficiales también en español tal y como ha solicitado @VOX_Cataluna 

Seguimos dando la batalla! ??????????

https://t.co/REhTSm9wKu",cultura
540,"El #Govern aprova noves millores en les mesures de contenció de la #COVID19 @salutcat @interiorcat
 https://t.co/L6Z3mgqFnA",salut
541,"Esta mañana hemos estado en la gola de Marchamalo en La Manga. En pocos minutos hemos recogido decenas de peces muertos. 

López Miras hace de trilero apuntando al drenaje de las golas para distraer y no abordar el origen del problema: los vertidos del agronegocio.

#SOSMarMenor https://t.co/hwW1FIZisc",accio climatica alimentacio i agenda rural
542,"Ahora viene el éxodo masivo de refugiados y será una vergüenza si Europa cierra sus fronteras.

Debemos pedir que se respeten los ddhh, en especial de las mujeres, pero lo coherente es abrir las puertas a quienes huyan de persecuciones. Su acogida nos costará menos de lo gastado https://t.co/oXbQv4REpG",immigracio
543,"??Les persones nascudes entre el 1972 i 1976 ja poden demanar cita per vacunar-se.

??Consulta les dates disponibles i demana dia i hora a https://t.co/dc3xFWjIgv

Vacunar-nos és una responsabilitat col·lectiva ??
#Joemvacuno https://t.co/dAJD0HeBEB",salut
544,La nostra proposta és clara i és el que demana la immensa majoria de la ciutadania de Catalunya: amnistia i autodeterminació. Encara és hora de saber quina proposta té el govern espanyol per als catalans i les catalanes???? https://t.co/v56CHesXD9,presidencia
545,Justicia versus justiciers. Felicitats @AamerAnwar i consellera @ClaraPonsati ! #Amnistia #Independencia https://t.co/rM1toQHrs5,presidencia
546,Una lección magistral de derecho y de politica democrática. https://t.co/NSlksnZMq3,presidencia
547,"El mejor homenaje a las víctimas y sanitarios es una ley de pandemias para contener los contagios.

El Gobierno fracasa en su gestión y abandona a las CCAA en la 5ª ola: retiraron la mascarilla para tapar los indultos y declararon el virus vencido para ir a elecciones autonómicas https://t.co/yJMduRzsl0",salut
548,TODAS las víctimas de violencia intrafamiliar merecen el mismo respeto https://t.co/k32C9pvzP8,igualtat i feminismes
549,"Amordazan a quien hable castellano, disienta de sus majaderías progres, denuncie su proyecto de islamización, su silencio en torno a la inseguridad o la immigracion ilegal.

Y ahora nos querían seguir encerrando ilegalmente.

Los líderes separatistas son apirantes a tiranos. https://t.co/EZd4Zd9iqZ",presidencia
550,Ya tenemos en España a las 177 personas repatriadas en las últimas horas desde Afganistán. Son 110 afganos colaboradores de España y otros 67 colaboradores de EE.UU.La ministra de @Defensagob y el JEMAD reciben a este séptimo avión en la Base Aérea de Torrejón.Seguimos. https://t.co/lM3RxAGyoZ,immigracio
551,"El passat juliol, amb 112 vots a favor i 20 en contra, vam aprovar una moció de @cupnacional per impulsar una energètica pública.Es evident (i urgent) que cal, quan abans millor, que es posi a caminar.https://t.co/ntW5Bx8LB3",accio climatica alimentacio i agenda rural
552,.@educaciocat posa en marxa #UsApps la web app de denúncia de les situacions de violència en els centres educatius #LesEscolesLliuresDeViolències https://t.co/bUbVXg6jyq https://t.co/c9HWaaa5NK,educacio
554,"""L’augment previst de 17 milions de passatgers significaria un augment del 33% de les emissions de diòxid de carboni. I estem en una situació en què ja hauríem de reduir cada any les emissions de CO2 un 7,5% a nivell global, segons l’ONU."" @niunpamdeterra https://t.co/FebhkxRkHj https://t.co/vddEhLIHrC",accio climatica alimentacio i agenda rural
555,"??[VÍDEO]@junqueras a @LaVanguardia:""Nuestro compromiso con la Amnistia es absoluto. No renunciamos a la Amnistia, ni la Democracia, ni a la defensa de los Derechos Humanos con los que nosotros siempre, indudablemente, hemos estado plenamente comprometidos"" https://t.co/FUUWdXvumN",interior
556,"“Dejadme las alas en su sitio, que os respondo que volaré bien”.Los fascistas asesinaron a Lorca hace 85 años por rojo y maricón. Le debemos memoria, justicia y reparación. Sus alas siguen siendo hoy ejemplo para hacer frente al fascismo y construir democracia.",drets socials
557,"La llei d'Internalització del Transport Sanitari que proposem permetrà:➡️ Prestar un servei de major qualitat➡️ Fiscalitzar correctament on van a parar els diners públics➡️ Equiparar i millorar les condicions laborals (sou, seguretat...) del personal??https://t.co/4QnYZXn4t1",empresa i treball
558,https://www.poblenouurbandistrict.com/es/two-market-en-la-oveja-negra/,interior
559,"""No entendemos que el Gobierno no declare zona catastrófica el Mar Menor, no es justo. Eso era la España multinivel"". El Gobierno de López Miras ha pedido al Gobierno que deje las discusiones para buscar soluciones y frenar ya la llegada de agua contaminada.??️ @cucagamarra",accio climatica alimentacio i agenda rural
560,Hem gaudit amb la Marta d'uns dies en família. Gràcies per tot. No pararem de treballar fins la llibertat de totes les persones exiliades i fins la llibertat del nostre país. T'estimem! https://t.co/9pgcUK4vBv,interior
561,"85 años de la masacre de Badajoz. 4000 personas fusiladas, pero el carnicero Yagüe sigue teniendo calles con su nombre y Pablo Casado sigue negando que hubiera un golpe franquista.https://t.co/PomZWiIWmZ",interior
562,"??️VOX se querella contra el 'Govern' por el fondo para las fianzas del Tribunal de Cuentas.@Igarrigavaz: ""Su objetivo es financiar las causas judiciales de los golpistas y utilizar el dinero público para blindar a los que promueven el odio y la división"". https://t.co/cof003PSuY",presidencia
563,"Un anciano español de 77 años asaltado en su propia casa por un inmigrante ilegal con una motosierra en Ciudad Real.Una joven de 18 años secuestrada, torturada y violada por tres marroquíes en Formentera.Este es el resultado judiacial de ambos casos⬇️ https://t.co/aFfHmjSnTD",immigracio
564,"Content d'haver-nos pogut retrobar, després de gairebé quatre anys, amb el president @KRLS Puigdemont, el conseller @toni_comin i @valtonyc. No defallirem fins que siguem tots lliures i en una Catalunya lliure. Estic convençut que ho aconseguirem! https://t.co/0s55uCQcU5",interior
565,"➡️ @JGarrigaDomenec: ""Rechazamos la invitación a la convocatoria previa a la comisión bilateral Generalitat-Estado, porque no existe un conflicto entre Cataluña y España, el conflicto es dentro de Cataluña"".""Somos el único grupo parlamentario que no piensa asistir"". https://t.co/WWgtsYsTR0",presidencia
566,"#TalDíaComoHoy arrancaban los Juegos Olímpicos de Barcelona 92.«Por y contra aquella Barcelona olímpica corrían los hijos de Jordi Pujol, Joaquim Forn, David Madí, Jordi Sánchez y otros nacionalistas»✒️ Por @JuanMilian https://t.co/TDUgxUSFIp",presidencia
